1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,35,36,37,39,40,41,42,43,44,47,48,49,50,54,55,58,60,61,62,66,67,68,70,71,74,91,97,106,107,109,112,116,123,133,135,139,142,155,164,165,168,170,174,215,230,242,260,504,510,608,626,694,787,856,960,1035,1093,1237,1241,1250,1264,1359,1656,1740,1763,1906,2109,2222,2247,2309,2863,2892,3049,3086,3205,3293,3477,3532,3543,3547,3592,3627,3690,3823,3858,3934,4123,4345,4761,4819,4886,4964
0,0,0,0,1,1,1,2,2,2,2,3,2,3,3,3,4,4,4,4,4,5,4,5,6,5,7,7,7,8,9,7,7,9,9,9,12,10,12,11,12,10,11,12,11,16,15,16,15,17,15,18,17,18,18,20,16,18,23,23,30,25,28,23,34,36,35,35,37,35,43,44,43,37,37,56,57,59,65,123,111,133,130,149,170,170,216,227,244,278,280,292,303,317,395,398,423,458,526,514,564,603,718,753,748,735,838,814,912,915,893,882,966,921,965,994,964,1039,1038,1126,1181,1179,1260,1269
