1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,35,36,37,39,40,41,42,43,44,47,48,49,50,54,55,58,60,61,62,66,67,68,70,71,74,91,97,106,107,109,112,116,123,133,135,139,142,155,164,165,168,170,174,215,230,242,260,504,510,608,626,694,787,856,960,1035,1093,1237,1241,1250,1264,1359,1656,1740,1763,1906,2109,2222,2247,2309,2863,2892,3049,3086,3205,3293,3477,3532,3543,3547,3592,3627,3690,3823,3858,3934,4123,4345,4761,4819,4886,4964
0,0,0,1,1,1,1,2,1,1,2,2,2,2,3,5,2,3,4,7,7,6,8,4,8,9,5,5,7,9,6,5,6,6,8,8,8,8,8,7,9,11,12,10,9,10,10,13,12,12,14,14,12,12,13,14,14,20,22,18,20,21,20,22,26,23,21,27,32,37,37,34,34,37,35,44,40,46,54,116,98,96,107,134,138,148,155,192,220,224,226,231,228,269,327,344,354,374,419,448,497,483,625,622,650,635,679,720,732,768,714,729,740,748,771,780,782,831,870,925,1048,1038,1067,1055
