1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,35,36,37,39,40,41,42,43,44,47,48,49,50,54,55,58,60,61,62,66,67,68,70,71,74,91,97,106,107,109,112,116,123,133,135,139,142,155,164,165,168,170,174,215,230,242,260,504,510,608,626,694,787,856,960,1035,1093,1237,1241,1250,1264,1359,1656,1740,1763,1906,2109,2222,2247,2309,2863,2892,3049,3086,3205,3293,3477,3532,3543,3547,3592,3627,3690,3823,3858,3934,4123,4345,4761,4819,4886,4964,5050,5091,5215,5284,5366,5458,5486,5592,5943,5950,6106,6251,6377,6400,6495,6559,6657,6993,7021,7090,7446,7641,7651,8263,8319,8416,8444,8445,8553,8573,8618,8796,9152,9326,9387,9398,9544,9567,9816,9962,9998,10139,10289,10481,10581,11151,11152,11536,11723,11757,11806,11826,11832,11833,11898,12056,12111,12149,12547,12692,12771,12826,12882,12949,13010,13106,13241,13438,13493,14159,14214,14272,14541,14635,14678,14793,14899,14982,15031,15096,15286,15576,15646,15678,15951,16297,16591,16651,16687,16834,17214,17238,17433,17441,17699,17884,17969,17998,18009,18047,18235,18479,18667,18831,18842,18965,19087,19111,19221,19453,19480,19507,19625,19740,19799,19801
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2
