1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,35,36,37,39,40,41,42,43,44,47,48,49,50,54,55,58,60,61,62,66,67,68,70,71,74,91,97,106,107,109,112,116,123,133,135,139,142,155,164,165,168,170,174,215,230,242,260,504,510,608,626,694,787,856,960,1035,1093,1237,1241,1250,1264,1359,1656,1740,1763,1906,2109,2222,2247,2309,2863,2892,3049,3086,3205,3293,3477,3532,3543,3547,3592,3627,3690,3823,3858,3934,4123,4345,4761,4819,4886,4964
0,0,0,0,1,1,1,2,2,2,3,3,3,3,3,4,4,4,5,4,5,6,6,6,6,6,6,6,7,7,7,8,8,9,9,10,9,10,11,11,10,11,11,12,12,13,14,15,15,15,15,16,18,17,17,19,19,25,25,26,27,29,28,29,31,34,34,35,34,40,43,42,43,44,43,53,60,61,66,123,133,145,156,173,193,212,245,257,275,323,324,331,327,354,420,484,492,539,583,638,638,661,844,863,899,884,924,959,1015,1038,1021,1022,1065,1086,1085,1113,1168,1164,1237,1304,1403,1387,1455,1481
